4ZS7,0.0588,14,1,clusters:2
2YPV,0.2,21,4,clusters:1
4HJ0,0.7999999999999999,23,16,clusters:1_2
3G04,0.3137254901960784,28,8,clusters:1_2
4LF3,0.6842105263157895,23,13,clusters:1_2
5DUR,0.46808510638297873,28,11,clusters:1_2
5SX4,0.425531914893617,27,10,clusters:1_2
4BZ2,0.3333333333333333,23,7,clusters:1_2
4M62,0.7000000000000001,25,14,clusters:1_2
4BZ1,0.1714285714285714,23,3,clusters:1_2
5C7X,0.723404255319149,24,17,clusters:1_2
4G6J,0.0714,7,1,clusters:2
3THM,0.6207,11,9,clusters:2
5C0N,0.5,10,4,clusters:2
3Q3G,0.5714,18,10,clusters:2
5F9W,0.0541,9,1,clusters:1
2ADF,0.8,20,14,clusters:2
5D8J,0.5854,23,12,clusters:1
5F3H,0.1143,20,2,clusters:1
1W72,0.24,10,3,clusters:2
1G9M,0.55,28,11,clusters:1
2QQN,0.4286,16,6,clusters:2
4Y5V,0.7273,22,16,clusters:2
5A3I,0.1905,5,2,clusters:1
2XWT,0.449,22,11,clusters:2
4O9H,0.0667,14,1,clusters:2
4I77,0.0571,16,1,clusters:1
1FE8,0.5294,15,9,clusters:1
4LU5,0.0769,11,1,clusters:1
4YDJ,0.1,14,2,clusters:2
5T5F,0.6,17,9,clusters:1
